Engagement_ID,Alumni_ID,Event_ID,Participation_Score,Feedback_Text,Checkin_Method,Attendance_Status,Feedback_Rating,Survey_Completed,Hours_Spent,Registered_Flag,RSVP_Date,Followup_Sent,Followup_Response,Badge_Earned,Certificate_Issued,Photo_Consent,Comments,Created_At,Updated_At
851,387,280,94,Informative session,Kiosk,Cancelled,4,Yes,3.5,Yes,2015-09-04,No,Yes,Attendee,Yes,No,Would attend again,2025-11-02,2024-06-07
852,777,518,36,Met potential employers,Kiosk,Cancelled,4,No,1.71,Yes,2025-01-06,Yes,Yes,Speaker,Yes,No,Would attend again,2020-07-11,2015-01-19
853,418,603,93,Good alumni connections,Kiosk,Attended,3,Yes,1.06,Yes,2019-06-10,No,No,Attendee,Yes,Yes,Great panelists,2023-02-04,2017-06-09
854,685,57,97,Relevant content,Manual,Attended,5,No,1.64,Yes,2016-08-02,Yes,Yes,Mentor,Yes,Yes,Good content,2022-09-21,2017-03-15
855,385,351,75,Helpful for interviews,QR,Attended,1,No,2.04,Yes,2024-02-26,Yes,No,Mentor,Yes,Yes,Great panelists,2015-05-21,2021-09-11
856,661,575,63,Met potential employers,Kiosk,Attended,3,No,1.81,Yes,2018-08-25,Yes,Yes,Speaker,No,Yes,Would attend again,2022-05-28,2015-03-31
857,840,984,41,Average experience,Manual,Cancelled,4,No,1.69,Yes,2017-10-05,Yes,Later,Volunteer,Yes,No,Great panelists,2023-05-27,2024-01-24
858,288,726,94,Great networking opportunity,Manual,No-Show,3,No,0.66,Yes,2025-09-24,No,No,Speaker,No,No,Would attend again,2015-10-23,2023-05-22
859,467,29,62,Good alumni connections,Manual,No-Show,5,No,0.81,Yes,2020-03-13,No,Later,Volunteer,No,Yes,Looking for internship,2018-09-12,2021-06-22
860,695,576,81,Average experience,Kiosk,Cancelled,3,No,1.35,Yes,2025-11-14,No,Later,Speaker,No,No,Would attend again,2023-07-05,2024-04-14
861,223,861,70,Great networking opportunity,Kiosk,Cancelled,1,No,2.36,Yes,2021-05-24,Yes,No,Speaker,No,Yes,Great panelists,2021-08-07,2024-08-06
862,210,689,84,Good alumni connections,QR,Cancelled,4,No,1.53,Yes,2019-03-17,No,No,Volunteer,Yes,Yes,Great panelists,2020-07-16,2019-06-29
863,631,473,55,Relevant content,Kiosk,Cancelled,4,No,2.08,Yes,2020-07-07,No,No,Volunteer,Yes,No,Good content,2017-05-19,2018-10-27
864,588,361,69,Informative session,QR,Attended,1,No,1.51,Yes,2024-06-30,Yes,Later,Mentor,Yes,Yes,Looking for internship,2020-12-31,2015-11-18
865,225,489,77,Average experience,Kiosk,Attended,1,No,1.63,Yes,2020-01-03,No,Yes,Mentor,Yes,Yes,Looking for internship,2021-02-27,2023-07-07
866,162,315,62,Good alumni connections,QR,No-Show,2,No,0.38,Yes,2017-01-12,Yes,No,Attendee,No,No,Good content,2023-05-01,2025-08-02
867,400,223,100,Great networking opportunity,Manual,Cancelled,1,No,1.65,Yes,2015-06-22,Yes,Later,Speaker,No,No,Good content,2020-08-17,2021-05-23
868,326,173,89,Relevant content,Kiosk,No-Show,5,Yes,1.91,Yes,2017-06-19,Yes,No,Attendee,No,Yes,Great panelists,2018-03-30,2015-03-25
869,754,983,51,Informative session,Manual,Attended,1,No,1.46,Yes,2016-12-05,No,Later,Volunteer,No,No,Looking for internship,2019-07-08,2020-08-18
870,148,933,81,Relevant content,Kiosk,No-Show,4,No,2.06,Yes,2018-02-13,Yes,Later,Volunteer,No,Yes,Great panelists,2022-02-22,2017-10-24
871,362,879,92,Relevant content,Manual,Attended,1,No,0.92,Yes,2024-01-30,Yes,No,Attendee,Yes,No,Would attend again,2018-09-22,2016-04-01
872,204,445,84,Great networking opportunity,Kiosk,Attended,2,No,0.77,Yes,2015-06-23,Yes,Yes,Mentor,Yes,Yes,Looking for internship,2020-12-06,2015-10-21
873,940,320,88,Great networking opportunity,Manual,No-Show,4,Yes,2.38,Yes,2024-02-16,Yes,Later,Volunteer,No,Yes,Good content,2021-06-05,2023-06-30
874,279,838,79,Informative session,QR,Attended,3,No,1.83,Yes,2025-04-21,Yes,Later,Attendee,No,Yes,Would attend again,2022-08-20,2021-01-21
875,387,894,95,Great networking opportunity,Kiosk,Cancelled,3,No,0.25,Yes,2017-07-27,Yes,No,Speaker,Yes,No,Good content,2018-12-12,2020-02-20
876,824,736,78,Relevant content,QR,Cancelled,4,No,1.43,Yes,2018-06-10,Yes,No,Attendee,Yes,No,Great panelists,2021-12-21,2019-03-24
877,327,643,32,Helpful for interviews,QR,No-Show,3,No,2.24,Yes,2024-06-13,Yes,No,Speaker,No,No,Would attend again,2023-03-11,2019-03-22
878,445,668,74,Good alumni connections,Kiosk,Attended,5,No,0.25,Yes,2016-10-12,No,Yes,Mentor,Yes,Yes,Great panelists,2022-12-14,2017-06-27
879,836,300,96,Informative session,QR,No-Show,5,No,1.72,Yes,2020-06-17,No,No,Attendee,Yes,Yes,Looking for internship,2022-10-14,2015-01-20
880,99,685,85,Informative session,Manual,Cancelled,1,Yes,0.73,Yes,2022-11-17,Yes,Later,Mentor,Yes,Yes,Would attend again,2019-12-31,2020-12-14
881,856,189,93,Helpful for interviews,Kiosk,Attended,3,No,1.78,Yes,2022-03-01,No,No,Speaker,Yes,Yes,Looking for internship,2018-01-21,2022-05-12
882,276,497,72,Great networking opportunity,Manual,Attended,3,No,0.41,Yes,2024-12-12,Yes,Yes,Mentor,No,No,Would attend again,2022-10-03,2020-07-10
883,541,530,100,Relevant content,QR,Cancelled,3,Yes,0.41,Yes,2019-04-22,Yes,No,Mentor,Yes,Yes,Great panelists,2020-03-12,2022-01-23
884,494,622,84,Helpful for interviews,Manual,Cancelled,1,Yes,1.69,Yes,2023-06-26,No,Yes,Attendee,No,Yes,Great panelists,2019-09-16,2025-11-08
885,913,763,80,Average experience,Manual,Cancelled,3,No,1.17,Yes,2023-04-21,No,Later,Volunteer,No,No,Good content,2021-06-26,2019-08-07
886,806,650,89,Good alumni connections,Kiosk,No-Show,5,Yes,2.17,Yes,2016-06-10,No,Later,Volunteer,No,No,Good content,2017-11-21,2019-01-07
887,988,394,56,Average experience,Manual,Attended,3,Yes,1.76,Yes,2024-07-17,Yes,No,Attendee,Yes,Yes,Good content,2015-10-24,2022-06-20
888,668,252,80,Good alumni connections,Manual,Cancelled,5,No,0.36,Yes,2024-09-10,Yes,Later,Speaker,Yes,No,Looking for internship,2024-06-11,2017-08-28
889,891,240,76,Relevant content,Manual,Cancelled,3,No,1.41,Yes,2016-08-18,Yes,Yes,Speaker,No,No,Good content,2016-04-28,2023-11-08
890,153,862,69,Met potential employers,QR,No-Show,2,No,1.4,Yes,2023-07-09,No,No,Speaker,No,No,Great panelists,2023-07-06,2017-09-01
891,754,117,61,Good alumni connections,Kiosk,Attended,3,Yes,0.25,Yes,2025-01-13,Yes,No,Volunteer,Yes,No,Great panelists,2017-01-03,2017-03-31
892,718,627,58,Met potential employers,Kiosk,No-Show,4,Yes,2.1,Yes,2017-07-03,No,No,Volunteer,No,Yes,Great panelists,2022-09-13,2020-11-18
893,75,935,65,Relevant content,QR,Attended,2,Yes,1.3,Yes,2024-07-04,Yes,Yes,Attendee,No,Yes,Good content,2022-10-31,2025-11-13
894,396,782,60,Average experience,Manual,Attended,5,Yes,0.9,Yes,2019-10-08,Yes,Yes,Speaker,Yes,No,Would attend again,2022-05-19,2020-04-22
895,126,610,96,Helpful for interviews,Kiosk,Cancelled,1,No,0.53,Yes,2023-10-05,Yes,No,Volunteer,Yes,Yes,Good content,2023-06-27,2023-05-22
896,883,360,92,Relevant content,Manual,Attended,3,Yes,0.93,Yes,2018-07-26,Yes,Yes,Speaker,No,Yes,Great panelists,2017-03-13,2019-07-18
897,22,238,91,Average experience,Manual,Attended,1,No,1.46,Yes,2017-12-09,No,Yes,Mentor,No,Yes,Would attend again,2018-01-20,2018-11-11
898,338,846,54,Relevant content,QR,Cancelled,5,No,2.05,Yes,2017-09-27,No,Later,Attendee,No,Yes,Looking for internship,2015-03-30,2015-07-11
899,372,374,90,Informative session,Kiosk,No-Show,5,No,2.04,Yes,2024-09-25,No,Later,Attendee,Yes,Yes,Would attend again,2020-05-13,2021-05-16
900,876,746,77,Met potential employers,QR,Cancelled,2,No,1.43,Yes,2020-07-31,Yes,Later,Mentor,Yes,Yes,Would attend again,2021-01-02,2015-01-16
901,832,915,87,Relevant content,Manual,Attended,3,No,1.17,Yes,2024-10-28,No,Later,Speaker,No,Yes,Good content,2023-03-29,2022-05-03
902,257,115,81,Relevant content,QR,Attended,5,No,2.41,Yes,2024-09-11,No,No,Mentor,Yes,Yes,Would attend again,2022-08-11,2015-03-06
903,689,377,86,Good alumni connections,Manual,Cancelled,2,Yes,0.52,Yes,2015-11-05,Yes,Later,Volunteer,No,No,Great panelists,2024-12-09,2016-04-22
904,721,806,56,Good alumni connections,Kiosk,No-Show,3,Yes,0.25,Yes,2017-04-22,Yes,No,Attendee,No,Yes,Looking for internship,2019-09-30,2017-03-10
905,433,908,88,Met potential employers,Manual,Attended,2,Yes,0.25,Yes,2023-03-19,No,Later,Mentor,No,No,Looking for internship,2018-06-28,2023-06-20
906,272,748,83,Informative session,QR,No-Show,2,No,0.95,Yes,2016-10-27,No,Later,Mentor,No,Yes,Good content,2024-03-05,2020-02-18
907,32,900,81,Great networking opportunity,QR,No-Show,2,No,0.62,Yes,2023-04-16,No,Later,Volunteer,No,Yes,Would attend again,2018-12-17,2019-11-04
908,68,183,86,Met potential employers,Manual,Attended,2,No,0.98,Yes,2023-07-02,No,Yes,Speaker,Yes,No,Great panelists,2022-04-22,2024-05-07
909,898,134,84,Great networking opportunity,Manual,Cancelled,3,Yes,1.39,Yes,2018-10-14,No,No,Speaker,No,No,Great panelists,2018-02-22,2018-04-07
910,229,557,58,Relevant content,Manual,No-Show,2,No,1.62,Yes,2024-07-04,No,Yes,Attendee,Yes,No,Would attend again,2024-10-24,2025-01-12
911,778,214,88,Helpful for interviews,QR,Attended,1,No,1.25,Yes,2018-04-12,Yes,No,Speaker,Yes,No,Would attend again,2017-12-30,2019-08-17
912,507,749,54,Met potential employers,Kiosk,Cancelled,3,No,0.25,Yes,2015-06-26,Yes,Later,Mentor,No,Yes,Good content,2023-05-22,2016-11-20
913,53,896,85,Met potential employers,Manual,No-Show,4,No,1.85,Yes,2022-06-20,No,Later,Mentor,Yes,No,Would attend again,2015-03-30,2017-03-26
914,501,833,58,Good alumni connections,Manual,No-Show,1,Yes,1.69,Yes,2017-07-03,Yes,No,Volunteer,No,No,Looking for internship,2019-12-04,2016-08-17
915,372,29,88,Great networking opportunity,Kiosk,No-Show,1,No,0.82,Yes,2023-01-15,No,No,Speaker,Yes,No,Good content,2015-08-20,2015-06-22
916,313,47,73,Average experience,Kiosk,Attended,3,No,2.06,Yes,2022-06-10,No,No,Speaker,Yes,No,Good content,2016-02-16,2024-04-17
917,64,888,100,Relevant content,QR,No-Show,2,Yes,1.41,Yes,2016-12-31,Yes,Later,Mentor,No,No,Great panelists,2016-01-29,2016-06-07
918,320,185,86,Great networking opportunity,Manual,Attended,5,No,2.29,Yes,2021-04-06,Yes,No,Volunteer,Yes,No,Would attend again,2021-04-02,2024-10-11
919,249,346,62,Relevant content,Manual,No-Show,2,No,1.47,Yes,2017-08-01,Yes,No,Volunteer,Yes,Yes,Good content,2015-08-28,2016-05-30
920,740,297,83,Helpful for interviews,Manual,No-Show,2,Yes,3.01,Yes,2018-05-08,Yes,Yes,Volunteer,No,Yes,Great panelists,2018-11-29,2022-09-24
921,909,482,81,Average experience,Kiosk,Attended,1,No,0.25,Yes,2016-11-24,Yes,Yes,Mentor,Yes,Yes,Great panelists,2019-03-29,2019-06-12
922,978,43,87,Helpful for interviews,Kiosk,Attended,5,Yes,1.61,Yes,2019-06-18,Yes,Later,Volunteer,Yes,No,Great panelists,2023-04-26,2021-11-05
923,668,808,81,Good alumni connections,QR,No-Show,5,Yes,2.09,Yes,2022-12-25,Yes,Yes,Mentor,Yes,Yes,Great panelists,2025-06-05,2019-02-14
924,383,654,68,Great networking opportunity,Manual,No-Show,4,No,1.41,Yes,2023-02-28,Yes,No,Speaker,No,Yes,Would attend again,2023-02-14,2021-08-14
925,601,280,78,Good alumni connections,Manual,Cancelled,5,No,0.34,Yes,2022-12-25,No,No,Attendee,No,No,Would attend again,2023-12-13,2024-10-13
926,533,236,81,Average experience,QR,Cancelled,1,Yes,1.61,Yes,2025-09-01,No,No,Volunteer,Yes,No,Great panelists,2019-09-29,2023-09-12
927,8,829,92,Informative session,QR,Cancelled,1,Yes,1.77,Yes,2016-10-18,No,Later,Attendee,No,No,Great panelists,2024-06-01,2025-06-07
928,515,248,53,Met potential employers,Kiosk,Attended,5,Yes,1.34,Yes,2019-06-19,Yes,Later,Attendee,No,Yes,Would attend again,2022-09-12,2025-12-29
929,742,130,90,Great networking opportunity,Manual,No-Show,2,Yes,1.22,Yes,2018-08-23,No,Yes,Volunteer,No,Yes,Looking for internship,2025-07-01,2016-07-04
930,236,694,63,Informative session,Manual,Attended,4,Yes,2.21,Yes,2015-08-22,No,Yes,Volunteer,Yes,No,Great panelists,2018-05-15,2018-02-16
931,31,523,89,Helpful for interviews,Manual,Attended,4,Yes,2.02,Yes,2020-08-10,No,No,Speaker,Yes,No,Good content,2022-04-09,2022-12-11
932,998,791,72,Good alumni connections,QR,Attended,2,No,1.84,Yes,2020-04-10,No,No,Volunteer,Yes,Yes,Good content,2017-04-29,2017-10-07
933,448,991,87,Met potential employers,QR,No-Show,2,Yes,2.83,Yes,2021-06-30,No,Later,Mentor,Yes,No,Good content,2021-07-31,2023-09-11
934,402,870,93,Great networking opportunity,Manual,Cancelled,3,Yes,1.24,Yes,2017-08-01,Yes,No,Mentor,Yes,Yes,Looking for internship,2018-01-06,2017-02-10
935,903,771,68,Great networking opportunity,QR,Attended,2,Yes,1.23,Yes,2018-04-28,No,Later,Mentor,Yes,No,Good content,2017-07-31,2016-02-07
936,940,433,100,Great networking opportunity,Manual,Attended,3,Yes,0.91,Yes,2021-07-12,No,Later,Mentor,Yes,No,Looking for internship,2018-08-26,2023-01-25
937,959,881,32,Helpful for interviews,Kiosk,Cancelled,4,No,2.33,Yes,2015-08-23,Yes,Later,Attendee,Yes,No,Good content,2020-04-10,2016-03-02
938,571,471,100,Average experience,Kiosk,No-Show,5,Yes,1.53,Yes,2015-02-09,No,Later,Attendee,Yes,No,Great panelists,2024-08-14,2019-09-28
939,582,691,78,Good alumni connections,Manual,Cancelled,4,No,2.2,Yes,2016-12-21,Yes,Later,Speaker,No,No,Great panelists,2022-03-05,2017-12-18
940,97,481,64,Met potential employers,Manual,Cancelled,5,Yes,3.51,Yes,2021-11-29,No,Yes,Attendee,No,Yes,Great panelists,2025-07-04,2015-02-04
941,785,430,78,Informative session,Kiosk,Cancelled,1,No,1.72,Yes,2016-02-17,No,Later,Speaker,No,No,Looking for internship,2023-06-15,2015-10-02
942,214,276,53,Average experience,Kiosk,No-Show,3,No,1.48,Yes,2017-12-24,No,Yes,Volunteer,Yes,Yes,Would attend again,2025-09-03,2017-11-18
943,587,54,72,Good alumni connections,Manual,No-Show,2,Yes,0.59,Yes,2025-06-10,No,Later,Volunteer,No,No,Great panelists,2024-03-18,2020-11-15
944,776,483,98,Helpful for interviews,QR,No-Show,4,No,1.43,Yes,2024-08-26,No,No,Attendee,Yes,Yes,Great panelists,2017-12-10,2021-10-01
945,596,16,100,Great networking opportunity,Manual,No-Show,2,Yes,0.65,Yes,2023-03-08,No,Later,Mentor,No,Yes,Great panelists,2018-01-28,2025-11-03
946,332,20,81,Great networking opportunity,Kiosk,Cancelled,5,No,1.39,Yes,2015-10-14,No,Yes,Volunteer,No,Yes,Great panelists,2025-03-20,2022-08-17
947,59,142,63,Relevant content,Kiosk,Cancelled,2,Yes,1.94,Yes,2018-04-22,Yes,Yes,Attendee,No,No,Would attend again,2020-08-04,2024-03-24
948,887,519,78,Great networking opportunity,Manual,Cancelled,3,No,2.4,Yes,2023-02-13,Yes,Yes,Speaker,No,No,Great panelists,2017-05-22,2019-06-29
949,132,429,56,Informative session,Kiosk,Attended,4,Yes,2.27,Yes,2023-09-21,Yes,No,Speaker,Yes,Yes,Great panelists,2017-03-31,2018-03-15
950,913,370,41,Met potential employers,Kiosk,No-Show,5,Yes,1.55,Yes,2015-02-06,Yes,Yes,Volunteer,No,Yes,Would attend again,2023-05-07,2025-03-16
951,219,109,68,Informative session,Kiosk,No-Show,3,Yes,0.95,Yes,2024-03-11,Yes,Yes,Volunteer,No,Yes,Would attend again,2021-07-28,2016-04-08
952,882,648,92,Helpful for interviews,Manual,Cancelled,1,No,0.81,Yes,2022-03-10,No,Later,Speaker,No,No,Good content,2022-04-28,2022-11-30
953,705,78,75,Average experience,QR,No-Show,3,No,0.86,Yes,2021-08-05,Yes,No,Mentor,No,No,Looking for internship,2020-06-13,2022-05-22
954,402,287,76,Helpful for interviews,Kiosk,No-Show,5,No,2.03,Yes,2025-11-14,Yes,No,Mentor,Yes,Yes,Would attend again,2015-01-29,2019-11-16
955,507,751,84,Met potential employers,QR,No-Show,2,Yes,1.88,Yes,2015-01-20,Yes,Later,Speaker,Yes,No,Great panelists,2017-12-31,2020-12-25
956,993,126,48,Relevant content,QR,No-Show,3,Yes,2.3,Yes,2021-04-10,Yes,No,Volunteer,Yes,No,Looking for internship,2021-09-18,2024-01-19
957,68,639,51,Average experience,Kiosk,Attended,5,No,2.08,Yes,2018-10-30,Yes,No,Attendee,No,No,Would attend again,2020-07-07,2024-06-16
958,9,445,80,Met potential employers,Kiosk,No-Show,4,No,1.55,Yes,2017-11-30,Yes,Later,Attendee,Yes,Yes,Good content,2024-06-29,2022-07-15
959,794,434,83,Helpful for interviews,Manual,Attended,1,No,1.51,Yes,2020-09-07,Yes,Yes,Volunteer,Yes,Yes,Would attend again,2024-05-19,2015-03-07
960,228,408,89,Average experience,Kiosk,Attended,2,No,2.61,Yes,2021-07-13,No,Later,Mentor,Yes,No,Would attend again,2015-01-15,2022-01-08
961,556,9,100,Helpful for interviews,QR,Attended,2,No,0.95,Yes,2018-01-28,No,Yes,Attendee,No,Yes,Looking for internship,2018-10-11,2022-03-17
962,69,171,98,Good alumni connections,QR,Attended,5,No,0.52,Yes,2020-03-27,No,No,Mentor,No,No,Good content,2024-02-24,2016-11-09
963,888,98,85,Helpful for interviews,Manual,Cancelled,3,No,0.57,Yes,2024-05-01,No,Yes,Attendee,No,No,Great panelists,2016-03-01,2019-05-22
964,956,604,74,Great networking opportunity,QR,No-Show,1,Yes,1.32,Yes,2017-12-16,Yes,Yes,Volunteer,Yes,No,Looking for internship,2017-01-06,2019-05-10
965,396,41,74,Informative session,Kiosk,Cancelled,2,No,0.34,Yes,2025-07-19,No,Yes,Speaker,No,Yes,Great panelists,2018-05-20,2018-01-21
966,907,322,45,Informative session,QR,Attended,1,No,1.19,Yes,2018-01-02,Yes,No,Speaker,No,No,Great panelists,2020-08-26,2016-09-22
967,27,225,53,Average experience,Manual,Attended,2,Yes,1.18,Yes,2023-02-09,Yes,Yes,Volunteer,Yes,No,Would attend again,2017-09-26,2019-05-26
968,197,371,57,Average experience,QR,Attended,1,No,2.26,Yes,2023-01-04,Yes,Yes,Mentor,Yes,Yes,Good content,2018-05-15,2025-10-18
969,142,307,66,Good alumni connections,QR,Attended,1,Yes,2.54,Yes,2022-01-24,No,Later,Speaker,No,No,Great panelists,2024-01-13,2016-12-31
970,377,865,54,Helpful for interviews,QR,Attended,3,No,1.84,Yes,2021-02-13,Yes,Later,Volunteer,No,No,Good content,2015-06-20,2015-01-08
971,281,928,52,Met potential employers,QR,Attended,2,No,1.62,Yes,2025-09-14,Yes,Later,Volunteer,Yes,No,Looking for internship,2019-06-28,2022-06-09
972,498,999,84,Average experience,Kiosk,Attended,3,No,1.97,Yes,2019-09-15,Yes,Yes,Volunteer,Yes,No,Great panelists,2019-10-19,2025-05-21
973,905,28,60,Great networking opportunity,Manual,Attended,4,No,2.23,Yes,2022-05-22,Yes,Later,Attendee,No,Yes,Great panelists,2021-03-27,2025-07-01
974,734,186,96,Helpful for interviews,QR,Cancelled,3,Yes,1.88,Yes,2019-05-24,No,Later,Mentor,No,Yes,Would attend again,2019-12-02,2019-02-12
975,154,871,56,Helpful for interviews,QR,Attended,2,Yes,2.24,Yes,2015-11-07,No,Later,Speaker,No,Yes,Great panelists,2015-08-25,2023-02-06
976,373,229,72,Good alumni connections,Manual,No-Show,3,Yes,1.14,Yes,2023-09-07,Yes,Later,Speaker,No,No,Great panelists,2022-05-27,2023-12-05
977,266,480,93,Helpful for interviews,QR,Cancelled,3,No,1.73,Yes,2024-03-16,No,Yes,Attendee,No,No,Good content,2019-02-12,2023-12-14
978,627,558,86,Met potential employers,QR,Attended,5,Yes,0.9,Yes,2023-11-07,Yes,Later,Attendee,Yes,Yes,Looking for internship,2015-03-18,2015-07-05
979,218,150,90,Great networking opportunity,Kiosk,No-Show,5,Yes,0.99,Yes,2021-01-02,Yes,No,Volunteer,No,Yes,Good content,2021-10-29,2024-05-20
980,982,576,91,Helpful for interviews,QR,Cancelled,4,No,2.13,Yes,2022-03-10,No,Yes,Attendee,Yes,Yes,Looking for internship,2018-09-20,2016-12-18
981,78,482,95,Informative session,QR,Cancelled,3,No,2.3,Yes,2019-03-17,No,Yes,Mentor,Yes,No,Good content,2022-06-24,2023-04-15
982,761,502,63,Average experience,Manual,Cancelled,3,Yes,1.08,Yes,2025-08-28,No,Yes,Mentor,Yes,Yes,Good content,2018-10-02,2018-05-27
983,337,942,86,Helpful for interviews,Manual,Attended,5,No,2.32,Yes,2016-03-03,Yes,Later,Speaker,No,No,Good content,2023-07-10,2016-07-15
984,177,641,51,Met potential employers,Kiosk,Cancelled,3,Yes,0.75,Yes,2018-08-04,No,No,Volunteer,Yes,Yes,Would attend again,2017-09-13,2023-12-23
985,649,979,85,Great networking opportunity,Kiosk,Attended,4,Yes,1.57,Yes,2015-07-25,Yes,No,Speaker,Yes,Yes,Looking for internship,2022-05-27,2020-04-23
986,176,453,90,Great networking opportunity,Kiosk,Attended,4,No,1.64,Yes,2022-04-19,No,Yes,Speaker,Yes,Yes,Great panelists,2016-12-10,2024-06-02
987,660,499,66,Good alumni connections,Kiosk,Cancelled,3,No,2.62,Yes,2017-10-16,Yes,Later,Speaker,Yes,Yes,Would attend again,2021-01-24,2015-11-05
988,157,272,94,Helpful for interviews,QR,No-Show,4,Yes,2.21,Yes,2024-09-17,No,Later,Attendee,Yes,No,Looking for internship,2015-10-05,2018-12-31
989,516,412,67,Average experience,Kiosk,Attended,2,Yes,1.68,Yes,2016-01-05,No,Yes,Mentor,Yes,Yes,Good content,2024-08-10,2021-12-23
990,256,175,74,Great networking opportunity,QR,Attended,5,No,1.34,Yes,2025-07-01,Yes,No,Attendee,No,No,Good content,2019-09-20,2020-09-26
991,461,405,82,Informative session,Manual,Cancelled,5,No,2.13,Yes,2020-07-30,Yes,Later,Volunteer,No,No,Would attend again,2015-08-29,2025-11-17
992,529,664,66,Average experience,Kiosk,Cancelled,1,Yes,0.42,Yes,2020-05-01,No,No,Mentor,Yes,No,Looking for internship,2019-12-25,2020-02-07
993,368,523,77,Average experience,QR,Attended,3,No,1.11,Yes,2024-07-23,No,Later,Speaker,No,No,Looking for internship,2025-07-05,2023-01-23
994,622,101,56,Average experience,Kiosk,Cancelled,5,Yes,1.17,Yes,2015-09-26,Yes,Yes,Attendee,No,No,Looking for internship,2015-01-28,2018-12-08
995,957,610,100,Average experience,Manual,Attended,1,No,2.36,Yes,2025-07-23,Yes,No,Speaker,No,No,Looking for internship,2019-02-15,2021-09-15
996,500,151,80,Helpful for interviews,Kiosk,Cancelled,3,No,2.64,Yes,2015-07-12,No,No,Speaker,Yes,Yes,Would attend again,2015-11-14,2024-08-21
997,629,552,45,Relevant content,QR,No-Show,4,No,2.28,Yes,2022-10-28,Yes,No,Mentor,Yes,No,Great panelists,2023-12-26,2016-02-23
998,75,662,91,Met potential employers,Manual,Cancelled,5,No,1.68,Yes,2025-04-03,No,Yes,Speaker,Yes,No,Looking for internship,2021-01-28,2020-10-29
999,962,317,80,Helpful for interviews,Manual,Cancelled,1,No,2.54,Yes,2017-10-08,No,No,Volunteer,Yes,Yes,Looking for internship,2018-12-15,2022-02-22
1000,929,961,78,Helpful for interviews,Manual,No-Show,4,Yes,1.28,Yes,2016-07-07,No,Yes,Speaker,Yes,Yes,Looking for internship,2017-07-07,2020-07-21
