Job_ID,Alumni_ID,Employer_ID,Role,Technology,Employment_Type,Work_Auth_At_Hire,Remote_Flag,City,State,Country,Start_Date,End_Date,Job_Portal,Salary_USD,Bonus_USD,Performance_Rating,Manager_Name,Team,Offer_Accept_Days
776,288,91,Data Engineer,Docker,Full-Time,CPT,No,Springfield,IL,USA,2022-05-02,2025-03-13,Handshake,110740,3510,5,Matthew Poole,Platform,5
777,135,726,SDET,C++,Part-Time,STEM-OPT,Yes,Tempe,AZ,USA,2018-05-12,2022-08-16,Handshake,65031,4861,2,Wesley Chandler,SRE,2
778,120,668,SDET,JavaScript,Contract,CPT,No,Springfield,MO,USA,2025-03-09,2025-12-16,Glassdoor,122549,4592,1,Leah Olson,Apps,20
779,291,270,DevOps Engineer,"Power BI, Node.js",Part-Time,OPT,Yes,Ann Arbor,MI,USA,2025-02-04,2025-03-30,Glassdoor,111471,12337,3,Jessica Roach,SRE,11
780,775,688,Business Analyst,Snowflake,Intern,Citizen,No,St. Louis,MO,USA,2023-07-31,2023-03-02,Referral,89838,567,5,Kristina Norton,Security,12
781,45,168,DevOps Engineer,"Power BI, Hadoop, Java",Intern,Citizen,Yes,Bellevue,WA,USA,2024-07-16,2024-02-19,Company Site,108796,15240,3,Angela Parsons,Apps,7
782,839,307,SDET,"Snowflake, AWS",Contract,OPT,Yes,Detroit,MI,USA,2025-08-23,2025-08-20,Handshake,106375,8994,1,Tyrone Morris,Apps,21
783,924,65,Security Analyst,Java,Intern,Citizen,Yes,Plano,TX,USA,2022-02-19,2023-07-22,Referral,125050,10477,1,Kelly Gibson,Security,16
784,659,351,Data Engineer,Hadoop,Intern,Citizen,No,San Diego,CA,USA,2021-03-28,2024-10-13,Indeed,107433,4936,1,Matthew Moss,Data,9
785,396,971,Business Analyst,"Azure, Power BI, GCP",Part-Time,Citizen,No,San Antonio,TX,USA,2024-05-20,2025-07-26,Indeed,76637,9365,2,William Clark,Apps,9
786,219,886,Software Engineer,"Python, R",Intern,H1B,Yes,Cincinnati,OH,USA,2025-03-05,2025-02-08,Indeed,98264,14328,1,Brooke Burns,Apps,10
787,410,971,Business Analyst,Snowflake,Part-Time,STEM-OPT,Yes,Rochester,NY,USA,2020-12-02,2020-06-08,LinkedIn,96818,5680,3,Linda Green,QA,6
788,875,805,Data Engineer,"Snowflake, Hadoop",Full-Time,STEM-OPT,No,Miami,FL,USA,2018-08-05,2019-06-07,Campus Career Fair,75269,6740,5,Miss Sarah Price,Apps,8
789,358,499,Salesforce Developer,"Power BI, Kubernetes, Python",Intern,H1B,Yes,Harrisburg,PA,USA,2022-04-22,2023-08-12,LinkedIn,138969,472,4,Justin Moss,SRE,20
790,650,547,Data Analyst,C++,Contract,STEM-OPT,Yes,Durham,NC,USA,2024-12-15,2025-06-12,Glassdoor,136956,4913,5,Tina Parker,SRE,5
791,414,529,Business Analyst,"Power BI, GCP, JavaScript",Part-Time,H1B,Yes,Pittsburgh,PA,USA,2025-03-26,2025-09-19,Company Site,110860,11355,2,Martin Watts,Apps,9
792,342,470,Salesforce Developer,"Hadoop, Tableau, .NET",Full-Time,OPT,Yes,San Jose,CA,USA,2021-10-09,2021-10-25,Company Site,109959,9002,3,Gregory Hawkins,Security,5
793,775,879,SDET,"Java, Tableau",Part-Time,Citizen,Yes,Tucson,AZ,USA,2015-07-06,2024-08-19,LinkedIn,71403,4883,5,Jacob Hoffman DVM,Apps,7
794,974,652,Business Analyst,"Tableau, Python",Intern,OPT,No,Columbus,OH,USA,2019-11-16,2024-09-15,LinkedIn,91893,7637,2,Chelsea Richards,QA,19
795,884,948,SDET,GCP,Full-Time,H1B,Yes,Tacoma,WA,USA,2019-10-31,2024-10-12,Handshake,90200,8403,1,Christina Williams,Security,8
796,684,839,Salesforce Developer,.NET,Intern,OPT,No,Fort Collins,CO,USA,2025-07-19,2025-05-03,Handshake,79892,11460,4,Kevin Lawson,Platform,1
797,400,5,Business Analyst,Node.js,Part-Time,CPT,Yes,St. Louis,MO,USA,2023-04-17,2025-05-25,Referral,113928,4084,2,Brittany Hartman,Platform,6
798,964,982,SDET,Python,Contract,H1B,Yes,Columbus,OH,USA,2022-12-27,2025-10-15,LinkedIn,120124,7220,1,Anna Patrick,Data,2
799,250,274,Data Analyst,"Hadoop, Docker",Intern,OPT,No,Cleveland,OH,USA,2025-05-13,2025-03-04,Campus Career Fair,118496,7775,1,Alexander Carter,SRE,14
800,247,862,Data Analyst,"Azure, SQL, Kubernetes",Intern,OPT,Yes,Rochester,NY,USA,2024-01-19,2024-03-30,Company Site,73089,5271,3,Debra Smith,SRE,10
801,712,112,Business Analyst,Kubernetes,Intern,OPT,No,Houston,TX,USA,2023-07-25,2025-03-20,LinkedIn,118864,5252,5,Edwin Collins,SRE,2
802,873,139,QA Engineer,"JavaScript, C++, AWS",Intern,Citizen,Yes,Alpharetta,GA,USA,2019-04-03,2022-08-24,Glassdoor,111161,7042,5,Nicholas Ramsey,Data,15
803,484,785,Software Engineer,Docker,Contract,OPT,No,Boston,MA,USA,2020-02-05,2025-03-17,Campus Career Fair,64952,1787,5,Samuel Rodriguez,Apps,6
804,279,882,Salesforce Developer,Java,Intern,H1B,Yes,Peoria,IL,USA,2025-07-20,2025-10-27,Campus Career Fair,135198,4832,4,Jasmine Maynard,Apps,8
805,202,121,Data Engineer,"Hadoop, .NET",Full-Time,OPT,Yes,San Diego,CA,USA,2020-10-10,2021-07-20,Company Site,120437,3302,5,Nancy Martin,Platform,13
806,511,105,Business Analyst,"GCP, SQL, R",Full-Time,OPT,No,Ann Arbor,MI,USA,2018-11-15,2025-01-04,LinkedIn,70708,4890,4,Aaron Wilson,Security,1
807,260,1,ML Engineer,"Azure, JavaScript",Intern,STEM-OPT,No,Denver,CO,USA,2024-04-08,2025-05-18,Company Site,115089,6199,3,Amy Lucero,Platform,9
808,519,62,QA Engineer,".NET, Power BI",Intern,H1B,No,Fort Collins,CO,USA,2024-01-21,2025-06-24,Glassdoor,83671,10705,5,John Rosales,QA,10
809,536,483,Data Analyst,"Snowflake, Java",Full-Time,STEM-OPT,No,Worcester,MA,USA,2024-09-24,2025-09-21,Indeed,110555,6992,5,Michelle Martin,Platform,3
810,855,93,Security Analyst,"JavaScript, SQL",Full-Time,CPT,No,Detroit,MI,USA,2019-04-17,2020-11-03,Glassdoor,146291,5896,2,Maureen Jordan,Security,10
811,133,66,DevOps Engineer,"Spark, Docker",Contract,CPT,Yes,Jacksonville,FL,USA,2016-04-08,2020-02-15,Campus Career Fair,100787,8447,5,Michael Stevens,Security,5
812,205,405,Business Analyst,"AWS, Docker",Intern,OPT,Yes,Tacoma,WA,USA,2024-04-19,2024-05-27,Indeed,106452,10973,3,Adam Davis,SRE,14
813,218,322,SDET,"Java, Docker, C++",Part-Time,OPT,Yes,Springfield,IL,USA,2019-07-14,2020-10-23,Indeed,102367,0,1,Jake Gonzalez,Security,13
814,34,947,Security Analyst,"Azure, Hadoop",Contract,Citizen,No,Tempe,AZ,USA,2024-09-15,2024-06-23,Indeed,83621,4560,3,Ryan Flores,Data,14
815,170,430,QA Engineer,"AWS, Python",Contract,CPT,No,Detroit,MI,USA,2024-01-23,2025-12-05,Glassdoor,86821,9408,5,Melanie Carlson,Security,6
816,166,304,Data Engineer,"Tableau, Python",Part-Time,Citizen,No,Grand Rapids,MI,USA,2025-02-20,2025-08-28,Handshake,131422,5960,3,Gabriel Smith,QA,15
817,602,710,Software Engineer,.NET,Full-Time,H1B,Yes,St. Louis,MO,USA,2018-07-13,2021-10-25,LinkedIn,82275,5951,4,Russell Young,SRE,6
818,207,548,Data Engineer,Power BI,Intern,Citizen,No,Somerville,MA,USA,2019-02-18,2021-11-05,Campus Career Fair,102544,8730,2,Katherine Fuller,Platform,6
819,406,582,Security Analyst,"Node.js, React",Full-Time,CPT,No,Austin,TX,USA,2022-06-30,2025-01-19,Handshake,129297,4252,5,Paul Castaneda,Apps,1
820,801,503,SDET,"C++, Azure",Intern,CPT,No,Phoenix,AZ,USA,2025-09-17,2025-09-03,Campus Career Fair,134756,4664,3,Michael Gomez,Platform,14
821,417,410,Data Engineer,"Hadoop, AWS",Contract,STEM-OPT,No,Boston,MA,USA,2022-03-23,2023-08-01,Referral,93756,12666,5,Elizabeth Thompson,Platform,8
822,967,930,Salesforce Developer,Java,Part-Time,OPT,No,Irvine,CA,USA,2021-03-03,2021-04-23,Indeed,78410,7437,3,Crystal West,Security,3
823,334,767,Security Analyst,AWS,Part-Time,H1B,No,St. Louis,MO,USA,2023-08-12,2025-07-01,LinkedIn,86572,4321,4,Andrea Brewer,Data,11
824,765,361,Business Analyst,"R, C++, Azure",Full-Time,OPT,No,Charlotte,NC,USA,2024-08-08,2025-07-13,LinkedIn,113435,3279,2,Steven Lee,Data,7
825,397,247,DevOps Engineer,"Python, .NET, Power BI",Full-Time,Citizen,No,Columbia,MO,USA,2024-03-21,2024-05-28,Indeed,93402,8174,1,Cory Kemp,Security,18
826,373,766,SDET,"Docker, Node.js",Intern,STEM-OPT,No,Raleigh,NC,USA,2025-11-02,2025-05-07,Indeed,122708,12916,4,Ryan Hall,Data,13
827,2,574,Product Manager,Kubernetes,Intern,OPT,Yes,Harrisburg,PA,USA,2025-11-07,2025-05-30,Handshake,114850,16094,1,Scott Robinson,SRE,5
828,813,64,ML Engineer,"AWS, Docker",Full-Time,STEM-OPT,No,Springfield,IL,USA,2019-05-26,2024-03-23,Handshake,62025,10843,3,Matthew Mitchell,Platform,3
829,585,398,Salesforce Developer,C++,Full-Time,OPT,Yes,Tempe,AZ,USA,2024-04-11,2024-10-05,Handshake,134442,7822,2,Shane King,SRE,6
830,491,577,Salesforce Developer,"GCP, Docker, Spark",Intern,STEM-OPT,Yes,Los Angeles,CA,USA,2024-09-25,2025-08-19,LinkedIn,112521,7920,3,Crystal Mitchell,SRE,10
831,755,262,SDET,".NET, Power BI",Intern,STEM-OPT,Yes,San Jose,CA,USA,2021-12-20,2021-09-21,Referral,101740,7827,5,Julie Hill,Data,11
832,337,351,Business Analyst,SQL,Contract,OPT,No,New York,NY,USA,2020-04-07,2024-01-20,Indeed,102790,9304,3,Donna Glover,Platform,10
833,285,721,QA Engineer,"Azure, AWS",Intern,Citizen,No,Cincinnati,OH,USA,2024-05-07,2024-08-22,Indeed,107928,11547,4,Mark Turner,Apps,15
834,483,617,SDET,"Azure, R",Intern,STEM-OPT,Yes,Harrisburg,PA,USA,2018-01-11,2025-11-03,Company Site,137879,13784,1,Joel Cooper,QA,19
835,845,41,Software Engineer,".NET, AWS, Snowflake",Contract,STEM-OPT,No,Rochester,NY,USA,2023-02-06,2025-10-08,LinkedIn,82447,15426,4,Susan Coleman,SRE,19
836,483,753,Data Analyst,"Hadoop, React",Contract,OPT,Yes,Tacoma,WA,USA,2017-06-10,2021-05-01,Glassdoor,95929,3223,3,Ray Jordan,Apps,8
837,570,724,Product Manager,"React, Spark, Java",Full-Time,Citizen,Yes,Jacksonville,FL,USA,2018-04-09,2022-10-31,LinkedIn,132905,6085,2,Elizabeth Anderson,Apps,16
838,919,625,SDET,C++,Part-Time,H1B,Yes,Plano,TX,USA,2025-10-21,2025-11-06,Handshake,79177,14876,2,Destiny Clark,SRE,3
839,871,430,Software Engineer,"Spark, JavaScript",Contract,Citizen,No,Cincinnati,OH,USA,2016-06-03,2023-01-20,LinkedIn,90165,12150,2,Jason Fleming,QA,16
840,868,173,Data Engineer,"Power BI, React, Python",Full-Time,STEM-OPT,Yes,Irvine,CA,USA,2021-03-08,2024-03-26,Handshake,105078,12599,5,Jon Allen,QA,2
841,226,327,SDET,"Spark, Snowflake, SQL",Part-Time,Citizen,Yes,Harrisburg,PA,USA,2025-05-07,2025-01-17,Company Site,95642,5828,4,Mary Rosario MD,Security,7
842,899,493,Product Manager,"R, Spark, Snowflake",Full-Time,H1B,No,Raleigh,NC,USA,2017-05-21,2023-03-08,Company Site,73322,5432,1,Stephanie Juarez,Data,19
843,929,305,Software Engineer,"Docker, Power BI, Tableau",Intern,STEM-OPT,No,San Antonio,TX,USA,2021-05-06,2025-01-20,LinkedIn,108411,11701,2,Dr. Elizabeth Williams,SRE,8
844,638,472,Data Analyst,".NET, Hadoop, C++",Intern,OPT,No,Columbus,OH,USA,2015-08-27,2025-10-06,Indeed,97144,3748,1,Jill Long,SRE,8
845,262,631,Data Engineer,"GCP, C++",Full-Time,CPT,Yes,Grand Rapids,MI,USA,2024-07-11,2024-07-18,Referral,110564,4782,1,Michelle Dyer,QA,1
846,562,720,Software Engineer,".NET, R",Part-Time,STEM-OPT,Yes,Tampa,FL,USA,2025-02-01,2025-06-26,LinkedIn,100833,6092,3,Brian Perez,SRE,14
847,560,706,DevOps Engineer,"Azure, Tableau",Full-Time,Citizen,No,Bellevue,WA,USA,2025-07-28,2025-06-23,Referral,64919,4856,5,Brandon Martin,QA,3
848,621,145,QA Engineer,Docker,Part-Time,H1B,Yes,Albany,NY,USA,2020-10-29,2020-01-09,Campus Career Fair,120219,8296,1,Mark Kelly,SRE,10
849,433,83,Business Analyst,"React, Power BI, JavaScript",Intern,CPT,Yes,Dallas,TX,USA,2024-09-25,2025-10-10,Glassdoor,100431,4761,3,Shaun Stevens,SRE,8
850,123,147,Salesforce Developer,"React, Kubernetes, Tableau",Intern,STEM-OPT,Yes,Austin,TX,USA,2021-11-22,2023-02-21,Company Site,69757,2474,3,Jimmy Adams,QA,22
851,276,238,Business Analyst,React,Part-Time,STEM-OPT,Yes,Seattle,WA,USA,2017-02-10,2021-01-24,Campus Career Fair,92796,12644,4,Danny Green,QA,1
852,294,243,Security Analyst,"R, Docker, Azure",Contract,STEM-OPT,Yes,Kansas City,MO,USA,2022-08-24,2023-05-07,Campus Career Fair,97423,10420,5,Charles Rodriguez,Platform,9
853,868,268,SDET,"Python, Hadoop",Part-Time,STEM-OPT,Yes,Tucson,AZ,USA,2021-04-07,2025-05-12,Referral,125042,11227,5,Drew Benton,Security,11
854,969,713,DevOps Engineer,"Snowflake, Python, Azure",Full-Time,H1B,Yes,Albany,NY,USA,2024-02-15,2024-01-11,Indeed,113902,2326,5,Sarah Rodriguez,Security,18
855,645,829,Business Analyst,"Node.js, Java, Power BI",Full-Time,STEM-OPT,No,Redmond,WA,USA,2024-12-17,2024-10-04,Glassdoor,105031,8656,2,Lori Harrington,Platform,14
856,910,231,SDET,AWS,Intern,CPT,No,Scottsdale,AZ,USA,2022-04-30,2025-07-21,Campus Career Fair,69871,6063,1,Frank Price,SRE,9
857,280,215,Software Engineer,"AWS, C++",Full-Time,STEM-OPT,No,Bellevue,WA,USA,2025-06-07,2025-11-26,Campus Career Fair,106575,9277,5,Joshua Page,SRE,13
858,524,853,Salesforce Developer,"SQL, AWS",Contract,Citizen,Yes,Savannah,GA,USA,2021-10-23,2023-03-20,Company Site,78718,1869,3,James Owens,SRE,10
859,5,418,Product Manager,".NET, Hadoop",Contract,OPT,Yes,New York,NY,USA,2023-08-09,2024-03-13,Glassdoor,117858,4444,2,Andrew Evans,Apps,7
860,57,758,QA Engineer,Java,Contract,STEM-OPT,Yes,Cincinnati,OH,USA,2022-07-21,2022-09-04,Glassdoor,122232,10099,1,Curtis Pratt,SRE,14
861,706,202,Data Engineer,Docker,Contract,H1B,No,Boston,MA,USA,2025-02-08,2025-06-25,Campus Career Fair,51051,8379,2,Kaitlyn Mckenzie,Data,7
862,234,36,Salesforce Developer,"Power BI, Docker",Contract,OPT,Yes,Tempe,AZ,USA,2023-09-12,2025-08-12,Indeed,101830,5891,1,Curtis Simmons,Security,7
863,313,677,SDET,Hadoop,Full-Time,Citizen,Yes,Alpharetta,GA,USA,2019-03-31,2023-05-15,Campus Career Fair,96444,6595,1,Jessica Wilson,QA,8
864,564,734,Data Analyst,"React, Kubernetes",Part-Time,H1B,No,Alpharetta,GA,USA,2025-11-24,2025-04-13,Handshake,102433,10381,5,April Gonzalez,QA,6
865,545,496,Software Engineer,"Tableau, React, C++",Part-Time,STEM-OPT,Yes,Alpharetta,GA,USA,2019-12-18,2019-10-23,Campus Career Fair,111888,7458,5,Jessica Guerrero,SRE,5
866,21,844,Salesforce Developer,"Hadoop, Tableau",Contract,STEM-OPT,No,Durham,NC,USA,2020-06-06,2023-09-12,Indeed,76319,2115,2,Dalton Taylor,Platform,6
867,781,938,Security Analyst,.NET,Contract,H1B,Yes,Durham,NC,USA,2022-11-12,2022-02-23,Handshake,108622,9174,5,Bob Campbell,Data,12
868,689,618,ML Engineer,"C++, Node.js, Python",Full-Time,Citizen,Yes,Somerville,MA,USA,2023-12-29,2025-03-15,Campus Career Fair,101228,14673,2,John Larsen,SRE,1
869,411,631,Product Manager,"Docker, .NET",Full-Time,CPT,No,Harrisburg,PA,USA,2020-03-03,2024-04-29,Company Site,103300,10592,2,Linda Curtis,QA,15
870,588,361,Product Manager,R,Intern,CPT,Yes,San Francisco,CA,USA,2016-06-03,2016-05-27,LinkedIn,95884,8150,5,Mary Valdez,Platform,14
871,225,489,Data Analyst,".NET, Kubernetes",Contract,STEM-OPT,Yes,Columbus,OH,USA,2024-07-13,2025-09-13,Referral,100841,6713,2,Jonathan Smith,Apps,11
872,83,563,Business Analyst,"Azure, Power BI",Contract,OPT,No,White Plains,NY,USA,2023-07-07,2023-11-19,Campus Career Fair,138053,8780,4,Caleb Sellers,SRE,16
873,477,952,Product Manager,"JavaScript, .NET, Java",Full-Time,Citizen,Yes,Austin,TX,USA,2023-05-31,2025-03-09,Company Site,87892,10451,4,Lori Carter,SRE,11
874,514,584,ML Engineer,"Python, Snowflake, JavaScript",Part-Time,Citizen,No,Tucson,AZ,USA,2022-07-26,2022-12-11,Indeed,122628,915,5,Charles Garrett,Platform,9
875,823,180,DevOps Engineer,JavaScript,Intern,OPT,No,Atlanta,GA,USA,2022-03-30,2022-02-11,Referral,120335,11508,1,Megan Garrison,QA,10
876,707,300,Salesforce Developer,"Power BI, Node.js, Tableau",Intern,OPT,Yes,Boulder,CO,USA,2017-04-22,2021-07-08,Campus Career Fair,73820,3415,4,Matthew Hill,Apps,12
877,601,647,SDET,"Kubernetes, Snowflake, Java",Part-Time,CPT,No,Scottsdale,AZ,USA,2023-02-10,2023-12-15,Company Site,67871,6326,2,Mr. Nicholas Sheppard DVM,Security,9
878,271,271,Data Analyst,"JavaScript, Azure, Tableau",Full-Time,OPT,Yes,San Antonio,TX,USA,2020-09-22,2021-04-01,Campus Career Fair,66179,8865,3,Isaac Floyd,Platform,15
879,231,50,Data Analyst,"Tableau, C++",Contract,CPT,Yes,Ann Arbor,MI,USA,2025-12-06,2025-02-06,Referral,84259,12038,3,Laura Young,Security,17
880,726,166,Data Engineer,Java,Intern,STEM-OPT,Yes,Cleveland,OH,USA,2025-03-20,2025-10-21,Glassdoor,135916,7713,5,Carmen Pearson,SRE,8
881,355,923,Software Engineer,"R, Tableau, React",Contract,OPT,No,Somerville,MA,USA,2016-11-18,2024-12-23,Handshake,105345,6426,2,Michelle Barker,SRE,12
882,476,361,DevOps Engineer,"Power BI, GCP",Part-Time,H1B,Yes,Irvine,CA,USA,2024-02-20,2025-12-16,Campus Career Fair,127377,6822,3,Dana Scott,Data,1
883,637,386,QA Engineer,"React, R",Contract,H1B,Yes,New York,NY,USA,2024-11-22,2025-10-04,Glassdoor,113348,7071,5,Connie Hudson,SRE,6
884,420,977,ML Engineer,"Node.js, Azure, C++",Contract,STEM-OPT,Yes,Seattle,WA,USA,2024-09-15,2025-01-20,LinkedIn,124558,14605,2,Todd Gardner MD,Apps,12
885,228,836,ML Engineer,"C++, Hadoop",Part-Time,Citizen,No,Urbana,IL,USA,2021-04-12,2022-01-30,Handshake,107219,9423,1,Robert Vazquez,Apps,10
886,726,44,QA Engineer,"Java, JavaScript, Spark",Intern,CPT,Yes,Tempe,AZ,USA,2020-01-20,2021-01-27,Campus Career Fair,114101,4927,3,Jennifer Johnston,SRE,5
887,544,856,QA Engineer,"R, React, C++",Part-Time,OPT,Yes,Boulder,CO,USA,2022-01-12,2023-12-25,LinkedIn,62948,10356,5,Joseph Lee,Apps,7
888,912,96,Data Analyst,"SQL, Power BI",Part-Time,OPT,Yes,Albany,NY,USA,2021-01-21,2024-09-06,Campus Career Fair,100260,3787,3,Jennifer Conley,Apps,12
889,309,646,ML Engineer,"Python, Docker, JavaScript",Part-Time,Citizen,Yes,Alpharetta,GA,USA,2024-06-12,2025-01-13,Indeed,106226,2089,3,Dr. Nancy Jones MD,Security,12
890,727,953,Salesforce Developer,"Docker, Node.js",Full-Time,CPT,No,San Antonio,TX,USA,2019-04-18,2021-07-04,LinkedIn,102032,3515,4,Dr. Marilyn Huber,SRE,14
891,137,755,Product Manager,"Kubernetes, Docker, Power BI",Full-Time,STEM-OPT,No,Grand Rapids,MI,USA,2021-02-27,2023-05-10,Company Site,86737,8839,5,Katie Rogers,SRE,15
892,806,650,Security Analyst,"Java, AWS, C++",Full-Time,H1B,No,Ann Arbor,MI,USA,2021-10-25,2024-04-26,Referral,128166,5213,4,Kelly Matthews,QA,8
893,367,988,Security Analyst,Java,Intern,Citizen,No,Houston,TX,USA,2020-04-22,2024-11-22,Handshake,122895,10530,5,Nancy Bryant,Security,8
894,5,479,ML Engineer,"R, Node.js",Contract,Citizen,Yes,Tempe,AZ,USA,2017-10-24,2024-06-20,LinkedIn,123497,10315,3,Jennifer Reese,Platform,5
895,863,243,Security Analyst,"Tableau, AWS",Full-Time,CPT,Yes,Alpharetta,GA,USA,2025-09-30,2025-04-30,Glassdoor,73248,8658,5,Michael Chen,Security,1
896,624,928,ML Engineer,"SQL, AWS",Part-Time,OPT,No,Alpharetta,GA,USA,2024-03-03,2025-07-18,Handshake,104769,13620,3,David Barker,QA,10
897,850,384,Data Engineer,SQL,Contract,STEM-OPT,Yes,Cleveland,OH,USA,2023-11-11,2025-10-17,LinkedIn,91957,7477,4,Jeremy Farmer,Apps,15
898,47,598,Data Engineer,.NET,Part-Time,H1B,Yes,Philadelphia,PA,USA,2017-07-26,2022-03-19,Handshake,68951,5808,4,Vickie Parker,SRE,6
899,28,570,Data Analyst,"SQL, Java, Azure",Contract,CPT,Yes,Plano,TX,USA,2019-04-23,2021-07-26,Company Site,123091,8306,4,Joseph Roberts,Data,6
900,600,407,Software Engineer,"Python, Node.js, Hadoop",Contract,OPT,Yes,Cleveland,OH,USA,2023-10-31,2025-03-01,Glassdoor,76546,7882,4,Martha Blevins,Apps,14
901,324,674,ML Engineer,"Python, Kubernetes, R",Full-Time,STEM-OPT,Yes,Durham,NC,USA,2020-04-22,2021-05-18,LinkedIn,138140,6456,1,Wendy Norris,SRE,11
902,775,766,Data Engineer,"SQL, Docker",Contract,OPT,Yes,Alpharetta,GA,USA,2024-08-31,2024-12-25,Glassdoor,116702,9272,3,Diana Howell,Data,8
903,131,201,Business Analyst,Power BI,Intern,Citizen,No,Houston,TX,USA,2023-07-18,2023-02-13,LinkedIn,102344,5480,5,Emily Norton,QA,10
904,261,634,SDET,"AWS, .NET, Snowflake",Intern,H1B,No,Rochester,NY,USA,2020-04-13,2023-04-30,Glassdoor,85949,4595,1,Bradley Cook,Security,12
905,122,23,Security Analyst,"Hadoop, .NET",Intern,Citizen,No,Cambridge,MA,USA,2019-07-11,2023-01-25,LinkedIn,72043,8061,5,Dale Fleming,Data,17
906,933,615,Software Engineer,"Snowflake, React, C++",Full-Time,Citizen,No,Cary,NC,USA,2024-02-07,2025-05-04,Glassdoor,100058,6148,5,Jeffrey Martinez,Data,10
907,658,745,ML Engineer,Power BI,Contract,STEM-OPT,No,Alpharetta,GA,USA,2015-07-04,2024-05-23,Company Site,60622,9009,2,Duane Martinez,Apps,3
908,829,544,Product Manager,"Tableau, SQL, GCP",Contract,Citizen,No,Detroit,MI,USA,2024-07-26,2025-07-23,Campus Career Fair,118722,11088,4,Jeremy Whitehead,QA,7
909,596,582,QA Engineer,"Python, Kubernetes, C++",Contract,CPT,Yes,Charlotte,NC,USA,2025-01-12,2025-04-26,Referral,131496,10394,5,Brandy Ponce,Platform,6
910,973,639,Business Analyst,Spark,Part-Time,STEM-OPT,Yes,Fort Collins,CO,USA,2024-04-10,2024-12-01,Handshake,118035,8590,1,Megan Rios,QA,13
911,474,373,Product Manager,"Tableau, JavaScript",Contract,CPT,No,Bellevue,WA,USA,2024-07-09,2024-02-16,Referral,45000,3918,3,Charles Tucker,Security,8
912,275,411,Business Analyst,.NET,Contract,H1B,Yes,Rochester,NY,USA,2025-08-31,2025-01-28,Indeed,123990,7347,5,Robert Mayer,QA,13
913,278,970,Software Engineer,Snowflake,Part-Time,OPT,No,Pittsburgh,PA,USA,2016-07-29,2020-03-26,Glassdoor,101339,4921,4,Elizabeth Strong,Apps,2
914,776,84,SDET,"JavaScript, Azure",Part-Time,STEM-OPT,Yes,Houston,TX,USA,2024-08-27,2025-10-23,Handshake,66738,4700,4,Robert Greene,QA,9
915,71,726,Business Analyst,React,Contract,OPT,Yes,Harrisburg,PA,USA,2024-02-04,2025-07-04,Indeed,118369,7479,3,Lisa Velazquez,Apps,9
916,762,79,DevOps Engineer,R,Part-Time,H1B,Yes,Pittsburgh,PA,USA,2022-11-23,2025-08-29,Indeed,117566,3916,3,Samantha Mason,Data,13
917,557,705,QA Engineer,".NET, AWS, R",Part-Time,Citizen,Yes,Atlanta,GA,USA,2024-08-06,2024-10-01,Indeed,76881,6130,3,Jeffrey Roberts,Data,7
918,305,954,ML Engineer,"Power BI, Spark",Contract,H1B,Yes,Clayton,MO,USA,2021-12-03,2021-02-04,Handshake,107780,11378,4,Stephanie Scott,QA,6
919,274,423,QA Engineer,GCP,Intern,H1B,Yes,Colorado Springs,CO,USA,2024-10-10,2025-03-30,Referral,104752,5790,4,Ronald Guerrero,Apps,14
920,173,53,Security Analyst,"Tableau, Kubernetes",Full-Time,Citizen,No,Albany,NY,USA,2023-03-30,2024-09-12,Indeed,108669,8031,1,Laura Conner,Data,3
921,501,833,Software Engineer,GCP,Intern,Citizen,Yes,Clayton,MO,USA,2024-07-20,2025-05-03,Referral,93122,9137,5,Kathleen Hill,Security,16
922,302,423,Software Engineer,Hadoop,Part-Time,CPT,No,Los Angeles,CA,USA,2022-03-27,2024-06-18,Glassdoor,165339,10682,4,Johnny Perez,SRE,6
923,203,15,QA Engineer,GCP,Intern,H1B,No,St. Louis,MO,USA,2022-08-09,2024-07-11,Indeed,80309,7139,5,Erin Smith,Security,6
924,144,928,DevOps Engineer,Java,Contract,STEM-OPT,Yes,Ann Arbor,MI,USA,2025-09-27,2025-02-25,Handshake,110193,6645,2,Leslie King,Data,5
925,573,367,Data Analyst,Power BI,Contract,CPT,No,Orlando,FL,USA,2024-10-15,2025-04-26,LinkedIn,105640,3539,5,Thomas Turner,QA,6
926,572,95,Data Engineer,"Hadoop, Power BI, Kubernetes",Contract,STEM-OPT,No,Columbus,OH,USA,2025-11-25,2025-05-19,Company Site,87360,13200,2,Shawn Chapman,Security,6
927,821,934,Business Analyst,React,Full-Time,OPT,Yes,Cary,NC,USA,2022-03-04,2025-03-22,Company Site,68670,9193,1,Christine Perez,Data,16
928,740,297,Data Analyst,"Java, Azure",Full-Time,STEM-OPT,Yes,Bellevue,WA,USA,2021-06-15,2023-02-07,Campus Career Fair,104542,6296,2,Emma Farrell,QA,13
929,706,909,Product Manager,Java,Full-Time,STEM-OPT,Yes,Chicago,IL,USA,2025-08-20,2025-12-30,Handshake,64820,8356,2,Jonathan Dillon,SRE,6
930,406,978,Security Analyst,"Python, React, AWS",Full-Time,CPT,No,Atlanta,GA,USA,2022-03-26,2024-01-06,Referral,115642,5591,5,Keith Lopez,Data,8
931,760,626,Security Analyst,"Snowflake, GCP, JavaScript",Intern,CPT,Yes,Springfield,MO,USA,2023-04-22,2025-11-13,Glassdoor,98895,8846,5,Janice Riggs,Data,9
